Food,Associativity,Energy(kcal) per 100g,Proteins per 100g,Carbohydrates per 100g,Fats per 100g,Fiber per 100g,Carbon Footprint(kg CO2e) per 100g,Region_ Continental,Region_Continental,"Region_Continental,North,South,East,West",Region_East,Region_North ,"Region_North, South","Region_North, West","Region_North,East,West","Region_North,East,West,South","Region_North,South","Region_North,South,East","Region_North,South,East,West","Region_North,South,East,West,Continental","Region_North,South,East,west","Region_North,South,West","Region_North,West","Region_North,West,East","Region_North,West,East,South","Region_North,West,South",Region_South,Region_South ,"Region_South,East,West",Region_West,"Region_West,East",Type_Appetizer,"Type_Appetizer,Snacks",Type_Beverages,Type_Breakfast,"Type_Breakfast,Lunch","Type_Breakfast,Lunch,Dinner","Type_Breakfast,Snacks",Type_Dinner,Type_Dry Curry,"Type_Dry Curry, Gravy",Type_Gravy,Type_Lunch,Type_Lunch ,"Type_Lunch,Dinner","Type_Lunch,Dinner,Breakfast","Type_Lunch,Dinner,Snacks",Type_Snacks,"Type_Snacks,Appetizer","Type_Snacks,Breakfast",Category_Eggetarian,Category_Non-veg,Category_Veg,allergy_cinnamon,allergy_egg,allergy_nightshade,allergy_mushroom,allergy_chickpea_.,allergy_nut,allergy_seafood,allergy_dairy,allergy_sesame,allergy_pork,allergy_fish,allergy_caffeine,allergy_peanut,allergy_rice,allergy_garlic,allergy_citrus,allergy_onion,allergy_gluten,allergy_shellfish,allergy_soy,allergy_legume
Oats bran roti(50% Oats bran & 50% wheat atta),1,275.55555555555554,11.11111111111111,28.888888888888886,12.777777777777777,2.2222222222222223,0.07583333333333334,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Garlic and Tomato Salad,0,28.63070539419087,1.6597510373443984,3.7344398340248963,0.4149377593360996,2.0746887966804977,0.0846473029045643,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FISH CURRY,8,45.16129032258064,5.0691244239631335,2.7649769585253456,1.3824884792626728,0.9216589861751152,0.2962442396313364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fish Salad,0,82.13552361396303,8.829568788501026,1.2320328542094456,4.1067761806981515,0.41067761806981523,0.21788501026694043,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GRILLED FISH,8,254.16666666666666,17.5,0.0,20.833333333333336,0.0,0.45000000000000007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Masala Fish Fry,2,68.75,12.5,3.125,0.0,0.0,0.190625,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Non-veg PLATTER (Fish),8,19.702602230483272,3.3457249070631967,0.7434944237918215,0.37174721189591076,0.7434944237918215,0.3850557620817844,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Samakiya Rice,0,120.0,2.0,24.666666666666668,0.6666666666666667,2.666666666666667,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fish Tikka,6,46.213592233009706,5.825242718446602,0.7766990291262136,1.9417475728155338,0.1941747572815534,0.45310679611650484,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Baked Fish,0,98.82352941176471,11.176470588235295,0.0,5.294117647058823,0.0,0.3373529411764706,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fish Cutlet (Grilled/Roasted),6,81.81818181818183,6.0606060606060606,4.924242424242424,3.787878787878788,1.5151515151515151,0.17117424242424245,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fish Tikka Kebab,6,145.08196721311475,13.934426229508196,1.639344262295082,8.19672131147541,1.639344262295082,0.409672131147541,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fish Sizzler,0,17.966101694915253,1.1864406779661016,2.2033898305084745,0.5084745762711864,2.2033898305084745,0.1971186440677966,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lettuce wrapped fish,0,17.1875,1.25,0.46875,1.09375,0.3125,0.14890625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Egg white omelette,9,54.81481481481482,5.185185185185185,0.0,3.7037037037037033,0.0,0.012962962962962963,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg white Scrambled,9,58.333333333333336,3.3333333333333335,1.6666666666666667,5.0,1.6666666666666667,0.41250000000000003,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poached Egg white,9,43.58974358974359,4.102564102564102,0.0,2.564102564102564,0.0,0.3769230769230769,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Bhurji,2,58.2089552238806,3.9800995024875623,1.4925373134328357,3.9800995024875623,0.4975124378109453,0.3646268656716418,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGG WHITE SALAD,0,37.295081967213115,6.147540983606557,2.459016393442623,0.0,1.639344262295082,0.2740983606557377,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGG SALAD,0,125.72463768115942,6.521739130434782,1.8115942028985508,10.144927536231885,1.0869565217391304,0.28844202898550725,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg white Fritatta,9,37.67123287671233,3.767123287671233,0.684931506849315,1.7123287671232876,0.3424657534246575,0.3535958904109589,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carrot, Bell Pepper, Broccoli, Cucumber , Beetroot Salad and Egg Salad",0,37.11340206185567,2.8350515463917527,5.412371134020619,0.0,2.0618556701030926,0.20394329896907215,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roast Chicken Tomato Salad,0,58.71559633027523,3.9755351681957185,2.1406727828746175,3.669724770642202,0.3058103975535168,0.3406422018348623,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Rice,5,53.9622641509434,1.8867924528301887,8.679245283018867,0.7547169811320755,1.509433962264151,0.2907547169811321,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masala omelette,9,19.42257217847769,1.3123359580052494,0.26246719160104987,1.3123359580052494,0.26246719160104987,0.23485564304461942,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana Bread (egg),9,104.3103448275862,5.172413793103448,15.517241379310345,3.4482758620689653,0.8620689655172413,0.0721551724137931,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veggies and Egg soup,0,17.62208067940552,0.6369426751592357,3.397027600849257,0.0,1.0615711252653928,0.19237791932059448,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Wheat Noodles,0,23.762376237623762,1.8564356435643563,3.8366336633663365,0.12376237623762376,1.1138613861386137,0.15765470297029704,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg curry,"2,8",138.63636363636365,11.363636363636363,3.4090909090909087,9.090909090909092,1.1363636363636365,0.26034090909090907,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Sunny Sideup,0,246.42857142857144,17.857142857142858,0.0,17.857142857142858,0.0,0.29892857142857143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg White Sandwich,9,116.08040201005025,6.532663316582915,15.07537688442211,3.5175879396984926,2.512562814070352,0.0970854271356784,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg white Boiled,0,43.125,4.375,0.0,3.125,0.0,0.37124999999999997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kale Mushroom Frittata with 2 egg Whites,9,26.834381551362686,3.7735849056603774,0.8385744234800839,0.628930817610063,0.41928721174004197,0.3582599580712788,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Toast with 2 Egg Whites and Whole Wheat Bread,9,179.0909090909091,10.0,19.090909090909093,6.363636363636363,0.9090909090909091,0.12000000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg White Curry,2,45.65217391304348,0.43478260869565216,3.0434782608695654,1.0869565217391304,1.0869565217391304,0.11793478260869565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg White Omelette with mushroom,9,43.6077057793345,2.276707530647986,1.926444833625219,2.626970227670753,0.5253940455341506,0.32047285464098074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Bhurji with 3 Egg Whites and 1 Yolk,2,42.88135593220339,3.050847457627119,1.864406779661017,2.2033898305084745,0.5084745762711864,0.04703389830508475,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Fritttata with high fiber,0,69.64520367936925,5.650459921156373,1.0512483574244416,4.730617608409987,0.2628120893561104,0.09272010512483575,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Frittata with high fiber content and low fat,0,51.76565008025682,3.611556982343499,1.1235955056179776,3.5313001605136436,0.4815409309791332,0.05229534510433387,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Tikki,6,48.13278008298755,1.2448132780082988,2.0746887966804977,3.319502074688797,0.4149377593360996,0.2692946058091286,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahi Paneer Kebab,6,163.2183908045977,5.747126436781609,3.4482758620689653,13.218390804597702,0.5747126436781609,0.47810344827586204,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
French Toast Baked,9,27.945205479452056,1.643835616438356,4.10958904109589,0.273972602739726,0.273972602739726,0.2516438356164383,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Filter Coffee (Skimmed milk),12,27.237354085603112,2.3346303501945527,4.280155642023346,0.0,0.0,0.31731517509727625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Chikoo Shake,12,48.54771784232365,0.8298755186721992,10.37344398340249,0.4149377593360996,1.2448132780082988,0.13941908713692946,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer satay,0,43.15068493150685,3.4246575342465753,2.73972602739726,1.7123287671232876,0.3424657534246575,0.37364726027397266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PANEER CUTLETS,6,62.44292237442922,3.4246575342465753,5.136986301369863,3.0821917808219177,0.7990867579908676,0.2674086757990868,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Tikka,6,24.57852706299911,2.3957409050576755,0.5323868677905945,1.5971606033717833,0.08873114463176575,0.43944099378881984,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinoa Tikki,6,42.513863216266174,1.1090573012939002,5.914972273567468,1.8484288354898337,0.7393715341959335,0.10791127541589648,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Bhurji,2,83.84279475982532,3.9301310043668125,3.4934497816593884,5.240174672489083,0.0,0.28305676855895195,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MURGH PALAK KORMA KEBAB,6,41.726618705035975,4.316546762589928,0.7194244604316548,2.446043165467626,0.5755395683453237,0.12194244604316548,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Masala,2,98.22695035460993,5.49645390070922,6.205673758865248,5.49645390070922,1.0638297872340425,0.31289007092198584,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaya shake,12,12.208258527827647,0.8976660682226212,1.9748653500897666,0.0,0.5385996409335727,0.1758527827648115,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peas raita,4,50.78651685393258,2.9213483146067416,4.044943820224719,2.4719101123595504,1.7977528089887642,0.1913483146067416,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic Cheese Toast,0,117.94871794871796,3.076923076923077,7.179487179487179,8.205128205128204,0.5128205128205128,0.36256410256410254,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Banana Shake,12,35.521235521235525,1.5444015444015444,7.142857142857142,0.19305019305019305,0.19305019305019305,0.21621621621621623,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauki Raita,4,7.0476190476190474,0.7619047619047619,0.7619047619047619,0.19047619047619047,0.5714285714285714,0.13238095238095238,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Egg Sandwich,9,147.64150943396226,7.547169811320755,12.735849056603774,7.547169811320755,1.4150943396226416,0.1805188679245283,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beetroot Raita,4,45.714285714285715,2.2857142857142856,2.571428571428571,2.857142857142857,0.2857142857142857,0.1807142857142857,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cucumber Raita,4,35.37832310838446,1.6359918200409,2.044989775051125,2.2494887525562373,0.81799591002045,0.1513087934560327,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Almond and Raisins Raita,4,56.949152542372886,2.711864406779661,3.050847457627119,3.728813559322034,1.0169491525423728,0.2322033898305085,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
French Toast,9,168.22429906542055,6.5420560747663545,18.69158878504673,7.476635514018691,0.0,0.4021495327102804,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Shake,12,19.416666666666664,0.8333333333333334,3.833333333333333,0.16666666666666669,0.16666666666666669,0.16625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strawberry Shake,12,22.57142857142857,2.0,3.7142857142857144,0.0,0.2857142857142857,0.22428571428571428,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloo Raita,4,197.77777777777777,20.37037037037037,27.037037037037038,2.2222222222222223,1.8518518518518516,0.16111111111111112,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lettuce Wrap (paneer),0,48.38709677419355,2.0527859237536656,2.346041055718475,2.932551319648094,1.7595307917888565,0.46466275659824047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Pakora,11,70.46875,4.21875,5.78125,2.65625,1.09375,0.281875,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer & Salsa Tortilla Wrap,0,85.46712802768167,4.498269896193772,6.228373702422145,4.1522491349480966,1.7301038062283738,0.23269896193771628,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
